model,context_length,noise_ratio,entropy,correct
GPT2-Large,32,0.4,5.65290246407191,0
GPT2-Large,32,0.4,5.3658791648017035,0
GPT2-Large,32,0.4,5.458499822351667,0
GPT2-Large,32,0.4,5.77312367492252,0
GPT2-Large,32,0.4,5.947692765129937,0
GPT2-Large,32,0.4,5.643655896186829,0
GPT2-Large,32,0.4,5.586500512229072,0
GPT2-Large,32,0.4,5.886389401223925,0
GPT2-Large,32,0.4,5.63493248489168,0
GPT2-Large,32,0.4,5.7127369907167225,0
GPT2-Large,32,0.4,5.54952777756585,0
GPT2-Large,32,0.4,5.866884628931682,0
GPT2-Large,32,0.4,5.706490529908074,0
GPT2-Large,32,0.4,5.59027679098977,0
GPT2-Large,32,0.4,5.547635038693746,0
GPT2-Large,32,0.4,5.770354059007433,0
GPT2-Large,32,0.4,5.650130033493042,0
GPT2-Large,32,0.4,5.611527456177606,0
GPT2-Large,32,0.4,5.311574207411872,0
GPT2-Large,32,0.4,5.25501905547248,0
GPT2-Large,32,0.4,5.855969587961833,0
GPT2-Large,64,0.0,5.20916885137558,1
GPT2-Large,64,0.0,5.278100424342686,1
GPT2-Large,64,0.0,5.240242699782054,1
GPT2-Large,64,0.0,5.078344841798146,1
GPT2-Large,64,0.0,5.23824280500412,1
GPT2-Large,64,0.0,5.276668270428975,1
GPT2-Large,64,0.0,5.274672614203559,1
GPT2-Large,64,0.0,5.100908113850488,1
GPT2-Large,64,0.0,5.245812018712361,1
GPT2-Large,64,0.0,5.123617834515041,1
GPT2-Large,64,0.0,5.1287368933359785,1
GPT2-Large,64,0.0,5.3040147291289435,1
GPT2-Large,64,0.0,5.265642993979984,1
GPT2-Large,64,0.0,5.210142036279042,1
GPT2-Large,64,0.0,5.097460210323334,1
GPT2-Large,64,0.0,5.291034460067749,1
GPT2-Large,64,0.0,5.258007937007481,1
GPT2-Large,64,0.0,5.217882884873284,1
GPT2-Large,64,0.0,5.19007212585873,1
GPT2-Large,64,0.0,5.27652441793018,1
GPT2-Large,64,0.0,5.232487956682841,1
GPT2-Large,64,0.0,5.281951347986857,0
GPT2-Large,64,0.0,5.300040165583293,0
GPT2-Large,64,0.0,5.203137490484449,1
GPT2-Large,64,0.0,5.334274689356486,1
GPT2-Large,64,0.0,5.215483506520589,1
GPT2-Large,64,0.0,5.2486950225300255,1
GPT2-Large,64,0.0,5.245765692657894,0
GPT2-Large,64,0.0,5.1352725426356,1
GPT2-Large,64,0.0,5.274402022361755,1
GPT2-Large,64,0.0,5.374375588364071,1
GPT2-Large,64,0.0,5.140755501058367,1
GPT2-Large,64,0.0,5.290298793050978,1
GPT2-Large,64,0.0,5.31335969765981,1
GPT2-Large,64,0.0,5.049982991483477,1
GPT2-Large,64,0.0,5.396112150616116,1
GPT2-Large,64,0.0,5.1398818426662025,1
GPT2-Large,64,0.0,5.2566431230968895,1
GPT2-Large,64,0.0,5.27209488550822,1
GPT2-Large,64,0.0,5.183885441886054,1
GPT2-Large,64,0.0,5.1214954654375715,1
GPT2-Large,64,0.0,5.2918046315511065,0
GPT2-Large,64,0.0,5.29160127374861,1
GPT2-Large,64,0.0,5.257678806781769,1
GPT2-Large,64,0.0,5.113614155186547,1
GPT2-Large,64,0.0,5.0742528438568115,1
GPT2-Large,64,0.0,5.136664536264208,1
GPT2-Large,64,0.0,5.300753732522328,1
GPT2-Large,64,0.0,5.2040911714235945,1
GPT2-Large,64,0.0,5.056423664093018,1
GPT2-Large,64,0.0,5.135004758834839,1
GPT2-Large,64,0.0,5.2516179415914745,1
GPT2-Large,64,0.0,5.386696226067013,1
GPT2-Large,64,0.0,5.261816137366825,1
GPT2-Large,64,0.0,5.261716306209564,1
GPT2-Large,64,0.0,5.255612903171116,1
GPT2-Large,64,0.0,5.243636197514004,0
GPT2-Large,64,0.0,5.154551982879639,1
GPT2-Large,64,0.0,5.329169657495287,1
GPT2-Large,64,0.0,5.154782639609443,1
GPT2-Large,64,0.0,5.18661814265781,1
GPT2-Large,64,0.0,5.141654849052429,1
GPT2-Large,64,0.0,5.208522412512037,1
GPT2-Large,64,0.0,5.275288025538127,1
GPT2-Large,64,0.0,5.215050545003679,1
GPT2-Large,64,0.0,5.280629879898495,1
GPT2-Large,64,0.0,5.356457120842403,0
GPT2-Large,64,0.0,5.234090639485253,1
GPT2-Large,64,0.0,5.260235521528456,1
GPT2-Large,64,0.0,5.235547906822628,1
GPT2-Large,64,0.0,5.22852846648958,1
GPT2-Large,64,0.0,5.0998548467954,1
GPT2-Large,64,0.0,5.146594471401638,1
GPT2-Large,64,0.0,5.158142440848881,1
GPT2-Large,64,0.0,5.292060573895772,1
GPT2-Large,64,0.0,5.256425036324395,1
GPT2-Large,64,0.0,5.206219938066271,1
GPT2-Large,64,0.0,5.215581278006236,1
GPT2-Large,64,0.0,5.258015155792236,1
GPT2-Large,64,0.0,5.052612721920013,1
GPT2-Large,64,0.0,5.265671696927813,1
GPT2-Large,64,0.0,5.238739192485809,1
GPT2-Large,64,0.0,5.116333120399052,1
GPT2-Large,64,0.0,5.312457687324947,1
GPT2-Large,64,0.0,5.210559394624498,1
GPT2-Large,64,0.0,5.235548105504778,1
GPT2-Large,64,0.0,5.33937050236596,1
GPT2-Large,64,0.0,5.298399839136335,1
GPT2-Large,64,0.0,5.1153380738364325,1
GPT2-Large,64,0.0,5.274802585442861,1
GPT2-Large,64,0.1,5.677921149465773,1
GPT2-Large,64,0.1,5.771581033865611,0
GPT2-Large,64,0.1,5.433032393455505,1
GPT2-Large,64,0.1,5.777625805801815,0
GPT2-Large,64,0.1,5.764906797144148,1
GPT2-Large,64,0.1,5.675069716241625,1
GPT2-Large,64,0.1,5.804453280236986,0
GPT2-Large,64,0.1,5.575768318441179,1
GPT2-Large,64,0.1,5.57988828420639,0
GPT2-Large,64,0.1,5.808849586380853,1
GPT2-Large,64,0.1,5.492442495293087,1
GPT2-Large,64,0.1,5.949820902612474,0
GPT2-Large,64,0.1,5.727244893709819,1
GPT2-Large,64,0.1,5.6952351397938195,1
GPT2-Large,64,0.1,5.7811544802453785,0
GPT2-Large,64,0.1,5.836616463131374,0
GPT2-Large,64,0.1,5.6185307370291815,0
GPT2-Large,64,0.1,5.557192312346564,1
GPT2-Large,64,0.1,5.689190679126316,0
GPT2-Large,64,0.1,5.56835628218121,0
GPT2-Large,64,0.1,5.7666296694013806,1
GPT2-Large,64,0.1,5.70684207810296,0
GPT2-Large,64,0.1,5.482643696996901,0
GPT2-Large,64,0.1,5.653209368387858,0
GPT2-Large,64,0.1,5.519451512230767,1
GPT2-Large,64,0.1,5.705138597223494,0
GPT2-Large,64,0.1,5.952346934212579,0
GPT2-Large,64,0.1,5.5559492574797735,0
GPT2-Large,64,0.1,5.696525553862254,0
GPT2-Large,64,0.1,5.493357744481829,0
GPT2-Large,64,0.1,5.991759909523858,0
GPT2-Large,64,0.1,5.69749206966824,0
GPT2-Large,64,0.1,5.763270987404717,0
GPT2-Large,64,0.1,5.719852050145467,1
GPT2-Large,64,0.1,5.793305476506551,0
GPT2-Large,64,0.1,5.691307597690159,0
GPT2-Large,64,0.1,5.858507394790649,0
GPT2-Large,64,0.1,5.565099093649122,0
GPT2-Large,64,0.1,5.7877828280131025,0
GPT2-Large,64,0.1,5.773781041304271,0
GPT2-Large,64,0.1,5.412740846474965,1
GPT2-Large,64,0.1,5.826308190822601,0
GPT2-Large,64,0.1,5.6933761437733965,1
GPT2-Large,64,0.1,5.920862979359097,0
GPT2-Large,64,0.1,5.29097279575136,0
GPT2-Large,64,0.1,5.635119239489238,0
GPT2-Large,64,0.1,6.042355206277636,0
GPT2-Large,64,0.1,5.614948537614611,0
GPT2-Large,64,0.1,5.679759687847561,1
GPT2-Large,64,0.1,5.8172152108616295,0
GPT2-Large,64,0.1,5.706508345074123,1
GPT2-Large,64,0.1,5.887394613689846,0
GPT2-Large,64,0.1,5.3652154141002235,0
GPT2-Large,64,0.1,5.724050045013428,0
GPT2-Large,64,0.1,5.782928254869249,1
GPT2-Large,64,0.1,5.482693447007073,1
GPT2-Large,64,0.1,5.9197218550576105,0
GPT2-Large,64,0.1,5.502521329455906,1
GPT2-Large,64,0.1,5.752470082706875,0
GPT2-Large,64,0.1,5.7218757139311895,0
GPT2-Large,64,0.1,5.688725140359667,0
GPT2-Large,64,0.1,5.912127375602722,1
GPT2-Large,64,0.1,5.770302282439338,0
GPT2-Large,64,0.1,5.684362358517117,0
GPT2-Large,64,0.1,5.733915077315436,0
GPT2-Large,64,0.1,5.796291728814443,0
GPT2-Large,64,0.1,5.704812586307526,0
GPT2-Large,64,0.1,5.471343146430121,1
GPT2-Large,64,0.1,5.7729080650541515,0
GPT2-Large,64,0.1,5.6425936751895485,0
GPT2-Large,64,0.1,5.852918644746144,0
GPT2-Large,64,0.1,5.460959898100959,1
GPT2-Large,64,0.1,5.744377030266656,0
GPT2-Large,64,0.1,5.418669674131605,0
GPT2-Large,64,0.1,5.643260962433285,0
GPT2-Large,64,0.1,5.613711436589559,0
GPT2-Large,64,0.1,5.961158686214024,0
GPT2-Large,64,0.1,5.705257064766354,1
GPT2-Large,64,0.1,5.623775111304389,1
GPT2-Large,64,0.1,5.819517466757032,1
GPT2-Large,64,0.1,5.612922237979041,1
GPT2-Large,64,0.1,5.629097726609972,0
GPT2-Large,64,0.1,5.590289254983266,0
GPT2-Large,64,0.1,5.663267771402995,0
GPT2-Large,64,0.1,5.377502527501848,1
GPT2-Large,64,0.1,5.796327087614271,1
GPT2-Large,64,0.1,5.4877385762002735,0
GPT2-Large,64,0.1,5.778959274291992,1
GPT2-Large,64,0.1,5.62047721279992,0
GPT2-Large,64,0.1,5.538411915302277,0
GPT2-Large,64,0.2,6.020548131730822,0
GPT2-Large,64,0.2,5.750896056493123,0
GPT2-Large,64,0.2,5.829195102055867,1
GPT2-Large,64,0.2,5.977730724546644,0
GPT2-Large,64,0.2,5.340569926632775,0
GPT2-Large,64,0.2,5.589001556237538,0
GPT2-Large,64,0.2,5.76423015859392,0
GPT2-Large,64,0.2,5.74574789736006,0
GPT2-Large,64,0.2,6.217894289228651,0
GPT2-Large,64,0.2,5.976234475771586,1
GPT2-Large,64,0.2,6.059054083294338,0
GPT2-Large,64,0.2,5.801808940039741,0
GPT2-Large,64,0.2,6.079651965035333,0
GPT2-Large,64,0.2,5.939151830143398,1
GPT2-Large,64,0.2,5.734344694349501,0
GPT2-Large,64,0.2,5.746451298395793,1
GPT2-Large,64,0.2,5.895205855369568,0
GPT2-Large,64,0.2,5.823840260505676,0
GPT2-Large,64,0.2,5.766777409447564,1
GPT2-Large,64,0.2,5.945864240328471,0
GPT2-Large,64,0.2,5.879283428192139,0
GPT2-Large,64,0.2,5.963558422194587,1
GPT2-Large,64,0.2,5.625352316432529,0
GPT2-Large,64,0.2,5.886661714977688,1
GPT2-Large,64,0.2,5.774808949894375,1
GPT2-Large,64,0.2,5.888792210155064,1
GPT2-Large,64,0.2,5.706098073058659,0
GPT2-Large,64,0.2,5.545162128077613,0
GPT2-Large,64,0.2,5.7923911809921265,0
GPT2-Large,64,0.2,5.7420121563805475,1
GPT2-Large,64,0.2,5.984722587797377,0
GPT2-Large,64,0.2,6.101494709650676,1
GPT2-Large,64,0.2,5.7055169277720985,1
GPT2-Large,64,0.2,5.823517733150059,1
GPT2-Large,64,0.2,5.625992947154575,0
GPT2-Large,64,0.2,5.938860403166877,1
GPT2-Large,64,0.2,5.441862013604906,0
GPT2-Large,64,0.2,5.427188018957774,0
GPT2-Large,64,0.2,5.6257056792577105,0
GPT2-Large,64,0.2,5.603066947725084,0
GPT2-Large,64,0.2,5.450653327835931,0
GPT2-Large,64,0.2,5.660244199964735,1
GPT2-Large,64,0.2,5.780852357546489,0
GPT2-Large,64,0.2,6.0365257660547895,0
GPT2-Large,64,0.2,5.894052412774828,0
GPT2-Large,64,0.2,5.6925641430748835,0
GPT2-Large,64,0.2,5.620593296156989,0
GPT2-Large,64,0.2,5.642737110455831,0
GPT2-Large,64,0.2,5.730648795763652,0
GPT2-Large,64,0.2,5.807896865738763,0
GPT2-Large,64,0.2,5.968975742657979,1
GPT2-Large,64,0.2,5.933128211233351,0
GPT2-Large,64,0.2,5.3960725797547235,0
GPT2-Large,64,0.2,5.791727834277683,0
GPT2-Large,64,0.2,5.688101887702942,0
GPT2-Large,64,0.2,5.801283114486271,0
GPT2-Large,64,0.2,5.948802100287543,0
GPT2-Large,64,0.2,5.520574675665961,0
GPT2-Large,64,0.2,5.916133456759983,1
GPT2-Large,64,0.2,5.6053184734450445,0
GPT2-Large,64,0.2,5.818257040447659,0
GPT2-Large,64,0.2,5.785227762328254,1
GPT2-Large,64,0.2,5.902288132243687,0
GPT2-Large,64,0.2,5.689706868595547,0
GPT2-Large,64,0.2,5.852648417154948,0
GPT2-Large,64,0.2,5.75457145108117,0
GPT2-Large,64,0.2,6.095564670032925,0
GPT2-Large,64,0.2,5.762701683574253,0
GPT2-Large,64,0.2,5.860108726554447,1
GPT2-Large,64,0.2,5.976654781235589,1
GPT2-Large,64,0.2,5.595035533110301,0
GPT2-Large,64,0.2,5.897058036592272,0
GPT2-Large,64,0.2,5.426702393425836,0
GPT2-Large,64,0.2,6.01231684949663,0
GPT2-Large,64,0.2,5.740851627455817,1
GPT2-Large,64,0.2,5.651020546754201,0
GPT2-Large,64,0.2,6.006264355447557,0
GPT2-Large,64,0.2,5.922564268112183,0
GPT2-Large,64,0.2,5.9680251942740545,0
GPT2-Large,64,0.2,5.637292126814525,1
GPT2-Large,64,0.2,5.805614749590556,0
GPT2-Large,64,0.2,5.643540713522169,0
GPT2-Large,64,0.2,5.934108985794915,0
GPT2-Large,64,0.2,5.781670769055684,0
GPT2-Large,64,0.2,5.290285951561398,0
GPT2-Large,64,0.2,5.844242506557041,0
GPT2-Large,64,0.2,5.687406394216749,0
GPT2-Large,64,0.2,5.447177973058489,0
GPT2-Large,64,0.2,5.99843782848782,0
GPT2-Large,64,0.2,5.778035402297974,0
GPT2-Large,64,0.3,6.06851671801673,0
GPT2-Large,64,0.3,6.113604280683729,0
GPT2-Large,64,0.3,5.601756003167894,0
GPT2-Large,64,0.3,5.813659018940395,1
GPT2-Large,64,0.3,5.884170770645142,0
GPT2-Large,64,0.3,5.816080570220947,0
GPT2-Large,64,0.3,5.5465541746881275,0
GPT2-Large,64,0.3,5.933642360899183,1
GPT2-Large,64,0.3,5.889083438449436,0
GPT2-Large,64,0.3,6.029638634787665,0
GPT2-Large,64,0.3,5.926040338145362,1
GPT2-Large,64,0.3,5.904585586653815,1
GPT2-Large,64,0.3,5.977658920817905,1
GPT2-Large,64,0.3,5.617599964141846,0
GPT2-Large,64,0.3,5.868477609422472,0
GPT2-Large,64,0.3,5.672298729419708,0
GPT2-Large,64,0.3,5.864899476369222,0
GPT2-Large,64,0.3,6.051962773005168,0
GPT2-Large,64,0.3,5.845083283053504,1
GPT2-Large,64,0.3,5.685552133454217,0
GPT2-Large,64,0.3,5.418180525302887,0
GPT2-Large,64,0.3,5.641297545697954,1
GPT2-Large,64,0.3,6.029208792580499,0
GPT2-Large,64,0.3,6.121686206923591,0
GPT2-Large,64,0.3,5.452050195799933,0
GPT2-Large,64,0.3,6.036708805296156,0
GPT2-Large,64,0.3,5.749501029650371,1
GPT2-Large,64,0.3,5.595122476418813,0
GPT2-Large,64,0.3,6.260164724455939,0
GPT2-Large,64,0.3,6.019376317660014,1
GPT2-Large,64,0.3,6.14124780231052,0
GPT2-Large,64,0.3,5.999471757147047,0
GPT2-Large,64,0.3,5.776894211769104,0
GPT2-Large,64,0.3,5.599540339575873,0
GPT2-Large,64,0.3,5.745952394273546,0
GPT2-Large,64,0.3,5.841208325492011,0
GPT2-Large,64,0.3,5.921183360947503,0
GPT2-Large,64,0.3,5.6828946404986915,0
GPT2-Large,64,0.3,5.888105670611064,1
GPT2-Large,64,0.3,5.695235808690389,0
GPT2-Large,64,0.3,5.657760719458262,0
GPT2-Large,64,0.3,6.039910952250163,0
GPT2-Large,64,0.3,5.862712105115254,0
GPT2-Large,64,0.3,5.942739658885532,0
GPT2-Large,64,0.3,6.036541567908393,0
GPT2-Large,64,0.3,5.931522846221924,0
GPT2-Large,64,0.3,6.133502721786499,0
GPT2-Large,64,0.3,5.806488474210103,0
GPT2-Large,64,0.3,5.6879227426317005,1
GPT2-Large,64,0.3,5.752883387936486,0
GPT2-Large,64,0.3,5.969790710343255,1
GPT2-Large,64,0.3,5.813920504517025,0
GPT2-Large,64,0.3,5.741631872124142,0
GPT2-Large,64,0.3,5.670165777206421,0
GPT2-Large,64,0.3,5.831962294048733,0
GPT2-Large,64,0.3,5.583326902654436,0
GPT2-Large,64,0.3,5.928787589073181,0
GPT2-Large,64,0.3,5.871165646447076,0
GPT2-Large,64,0.3,6.12677440378401,0
GPT2-Large,64,0.3,5.753596888648139,1
GPT2-Large,64,0.3,6.167782028516133,0
GPT2-Large,64,0.3,6.113908966382344,0
GPT2-Large,64,0.3,6.1393718587027655,0
GPT2-Large,64,0.3,5.8164571391211615,0
GPT2-Large,64,0.3,6.044472853342692,0
GPT2-Large,64,0.3,5.91252601146698,0
GPT2-Large,64,0.3,5.665927105479771,0
GPT2-Large,64,0.3,5.82593019803365,0
GPT2-Large,64,0.3,5.946606410874261,0
GPT2-Large,64,0.3,5.730609741475847,0
GPT2-Large,64,0.3,6.111723475986057,0
GPT2-Large,64,0.3,5.896418664190504,0
GPT2-Large,64,0.3,5.88379168510437,0
GPT2-Large,64,0.3,5.925171467992994,0
GPT2-Large,64,0.3,5.594060838222504,0
GPT2-Large,64,0.3,5.91148093673918,0
GPT2-Large,64,0.3,6.0267751879162255,0
GPT2-Large,64,0.3,5.7462399866845875,0
GPT2-Large,64,0.3,6.139127598868476,1
GPT2-Large,64,0.3,5.723085800806682,0
GPT2-Large,64,0.3,6.171224289470249,0
GPT2-Large,64,0.3,5.853828774558173,0
GPT2-Large,64,0.3,6.021323694123162,0
GPT2-Large,64,0.3,5.633073065016005,0
GPT2-Large,64,0.3,6.018478016058604,1
GPT2-Large,64,0.3,5.8028382195366754,0
GPT2-Large,64,0.3,5.927868617905511,0
GPT2-Large,64,0.3,6.003648983107673,0
GPT2-Large,64,0.3,6.078169147173564,0
GPT2-Large,64,0.3,5.732173542181651,0
GPT2-Large,64,0.4,6.017923845185174,0
GPT2-Large,64,0.4,6.033913069301182,0
GPT2-Large,64,0.4,6.037405345175001,0
GPT2-Large,64,0.4,5.961055199305217,0
GPT2-Large,64,0.4,5.609400795565711,0
GPT2-Large,64,0.4,5.941200362311469,0
GPT2-Large,64,0.4,6.069035013516744,0
GPT2-Large,64,0.4,6.023997929361132,0
GPT2-Large,64,0.4,6.019142654207018,0
GPT2-Large,64,0.4,5.943641516897413,0
GPT2-Large,64,0.4,5.979791124661763,0
GPT2-Large,64,0.4,5.895853320757548,0
GPT2-Large,64,0.4,6.013085471259223,0
GPT2-Large,64,0.4,5.754709071583218,0
GPT2-Large,64,0.4,5.981586601999071,0
GPT2-Large,64,0.4,5.528612732887268,0
GPT2-Large,64,0.4,5.87438757552041,0
GPT2-Large,64,0.4,5.937491827540928,0
GPT2-Large,64,0.4,5.934006995624966,0
GPT2-Large,64,0.4,6.240995917055342,0
GPT2-Large,64,0.4,6.021848890516493,0
GPT2-Large,64,0.4,6.033184342914158,0
GPT2-Large,64,0.4,6.214878757794698,0
GPT2-Large,64,0.4,6.171799500783284,0
GPT2-Large,64,0.4,5.934078918562995,0
GPT2-Large,64,0.4,5.918604943487379,1
GPT2-Large,64,0.4,5.946206675635444,0
GPT2-Large,64,0.4,6.236559708913167,0
GPT2-Large,64,0.4,6.080638382169935,0
GPT2-Large,64,0.4,6.285872644848293,0
GPT2-Large,64,0.4,6.262633151478237,0
GPT2-Large,64,0.4,5.603354997105068,0
GPT2-Large,64,0.4,6.094130516052246,0
GPT2-Large,64,0.4,6.071685579087999,0
GPT2-Large,64,0.4,6.152682688501146,0
GPT2-Large,64,0.4,6.0781716505686445,0
GPT2-Large,64,0.4,6.097725338406033,0
GPT2-Large,64,0.4,5.582534379429287,1
GPT2-Large,64,0.4,5.917846388287014,0
GPT2-Large,64,0.4,5.841466042730543,1
GPT2-Large,64,0.4,6.128266824616326,0
GPT2-Large,64,0.4,5.632949305905236,0
GPT2-Large,64,0.4,5.756714151965247,0
GPT2-Large,64,0.4,6.0624804099400835,0
GPT2-Large,64,0.4,5.9414014551374645,0
GPT2-Large,64,0.4,6.119674841562907,0
GPT2-Large,64,0.4,5.88783864180247,0
GPT2-Large,64,0.4,6.015258563889398,0
GPT2-Large,64,0.4,5.838092274136013,0
GPT2-Large,64,0.4,5.822806861665514,0
GPT2-Large,64,0.4,6.00381354490916,0
GPT2-Large,64,0.4,6.2093698845969305,1
GPT2-Large,64,0.4,5.976607229974535,0
GPT2-Large,64,0.4,6.118806772761875,0
GPT2-Large,64,0.4,5.840072956350115,0
GPT2-Large,64,0.4,5.739201691415575,0
GPT2-Large,64,0.4,5.945864028400845,0
GPT2-Large,64,0.4,5.6033962104055615,0
GPT2-Large,64,0.4,5.986676997608608,0
GPT2-Large,64,0.4,6.029461211628384,0
GPT2-Large,64,0.4,5.878451042705112,0
GPT2-Large,64,0.4,5.859641591707866,0
GPT2-Large,64,0.4,6.003847983148363,0
GPT2-Large,64,0.4,5.868387156062656,0
GPT2-Large,64,0.4,6.024060951338874,0
GPT2-Large,64,0.4,6.004991743299696,0
GPT2-Large,64,0.4,6.2029191917843285,0
GPT2-Large,64,0.4,6.250231477949354,0
GPT2-Large,64,0.4,6.253260903888279,0
GPT2-Large,64,0.4,6.141142235861884,0
GPT2-Large,64,0.4,6.068517380290562,0
GPT2-Large,64,0.4,5.816178196006351,0
GPT2-Large,64,0.4,6.009003652466668,0
GPT2-Large,64,0.4,5.964397536383735,0
GPT2-Large,64,0.4,6.159986641671923,0
GPT2-Large,64,0.4,5.919860866334703,0
GPT2-Large,64,0.4,5.864592803849114,0
GPT2-Large,64,0.4,5.998879313468933,0
GPT2-Large,64,0.4,6.083876179324256,0
GPT2-Large,64,0.4,6.160611258612739,0
GPT2-Large,64,0.4,6.07861684428321,1
GPT2-Large,64,0.4,6.204348074065314,0
GPT2-Large,64,0.4,6.053546945254008,0
GPT2-Large,64,0.4,6.113133337762621,0
GPT2-Large,64,0.4,5.914872037039863,1
GPT2-Large,64,0.4,6.043225871192084,0
GPT2-Large,64,0.4,5.621569805675083,0
GPT2-Large,64,0.4,6.051869167221917,0
GPT2-Large,64,0.4,6.033516857359144,0
GPT2-Large,64,0.4,5.862815472814772,0
GPT2-Large,128,0.0,5.604193449020386,0
GPT2-Large,128,0.0,5.487977643807729,1
GPT2-Large,128,0.0,5.487633585929871,0
GPT2-Large,128,0.0,5.515797098477681,1
GPT2-Large,128,0.0,5.614043613274892,1
GPT2-Large,128,0.0,5.540666712654962,1
GPT2-Large,128,0.0,5.480370057953729,1
GPT2-Large,128,0.0,5.481801615820991,1
GPT2-Large,128,0.0,5.579823970794678,1
GPT2-Large,128,0.0,5.47357173760732,1
GPT2-Large,128,0.0,5.538623856173621,1
GPT2-Large,128,0.0,5.754307256804572,1
GPT2-Large,128,0.0,5.52957918908861,1
GPT2-Large,128,0.0,5.5567304028405085,0
GPT2-Large,128,0.0,5.453939901457892,1
GPT2-Large,128,0.0,5.594863971074422,1
GPT2-Large,128,0.0,5.533830159240299,1
GPT2-Large,128,0.0,5.496015886465709,1
GPT2-Large,128,0.0,5.468338992860582,1
GPT2-Large,128,0.0,5.61160933971405,1
GPT2-Large,128,0.0,5.584364129437341,1
GPT2-Large,128,0.0,5.659810119205051,1
GPT2-Large,128,0.0,5.621561434533861,1
GPT2-Large,128,0.0,5.553642392158508,1
GPT2-Large,128,0.0,5.48562584982978,1
GPT2-Large,128,0.0,5.631878130965763,1
GPT2-Large,128,0.0,5.507223354445563,1
GPT2-Large,128,0.0,5.675020005967882,1
GPT2-Large,128,0.0,5.561371597978804,1
GPT2-Large,128,0.0,5.550485140747494,1
GPT2-Large,128,0.0,5.734386053350237,1
GPT2-Large,128,0.0,5.526253051227993,1
GPT2-Large,128,0.0,5.531929022736019,1
GPT2-Large,128,0.0,5.5299192269643145,1
GPT2-Large,128,0.0,5.588325705793169,1
GPT2-Large,128,0.0,5.555980185667674,1
GPT2-Large,128,0.0,5.711447113090092,1
GPT2-Large,128,0.0,5.595780498451656,0
GPT2-Large,128,0.0,5.432360291481018,1
GPT2-Large,128,0.0,5.518248067961799,1
GPT2-Large,128,0.0,5.536075638400184,1
GPT2-Large,128,0.0,5.6457487675878735,1
GPT2-Large,128,0.0,5.49772267209159,1
GPT2-Large,128,0.0,5.503568569819133,1
GPT2-Large,128,0.0,5.616153564718035,1
GPT2-Large,128,0.0,5.585072100162506,1
GPT2-Large,128,0.0,5.584424164560106,1
GPT2-Large,128,0.0,5.584462934070164,1
GPT2-Large,128,0.0,5.543635514047411,1
GPT2-Large,128,0.0,5.5590231153700085,1
GPT2-Large,128,0.0,5.632688674661848,1
GPT2-Large,128,0.0,5.561983837021722,1
GPT2-Large,128,0.0,5.474507709344228,1
GPT2-Large,128,0.0,5.5288505223062305,1
GPT2-Large,128,0.0,5.64764858616723,0
GPT2-Large,128,0.0,5.5619127419259815,1
GPT2-Large,128,0.0,5.635297583209144,0
GPT2-Large,128,0.0,5.509220202763875,1
GPT2-Large,128,0.0,5.540965106752184,1
GPT2-Large,128,0.0,5.630186537901561,1
GPT2-Large,128,0.0,5.423113213645087,1
GPT2-Large,128,0.0,5.669673098458184,1
GPT2-Large,128,0.0,5.645953363842434,1
GPT2-Large,128,0.0,5.580058137575786,1
GPT2-Large,128,0.0,5.432035168011983,1
GPT2-Large,128,0.0,5.485859758324093,1
GPT2-Large,128,0.0,5.554336905479431,0
GPT2-Large,128,0.0,5.541608055432637,1
GPT2-Large,128,0.0,5.423624151282841,1
GPT2-Large,128,0.0,5.509253283341725,1
GPT2-Large,128,0.0,5.600819110870361,1
GPT2-Large,128,0.0,5.584567295180427,1
GPT2-Large,128,0.0,5.639929970105489,1
GPT2-Large,128,0.0,5.621633032957713,1
GPT2-Large,128,0.0,5.574931561946869,0
GPT2-Large,128,0.0,5.609542767206828,0
GPT2-Large,128,0.0,5.543028129471673,0
GPT2-Large,128,0.0,5.542078872521718,1
GPT2-Large,128,0.0,5.608211716016133,1
GPT2-Large,128,0.0,5.503072500228882,1
GPT2-Large,128,0.0,5.499442378679912,1
GPT2-Large,128,0.0,5.55852120452457,1
GPT2-Large,128,0.0,5.50246798992157,1
GPT2-Large,128,0.0,5.600473244984944,1
GPT2-Large,128,0.0,5.546006129847632,1
GPT2-Large,128,0.0,5.546378764841291,0
GPT2-Large,128,0.0,5.668700277805328,1
GPT2-Large,128,0.0,5.390386329756843,1
GPT2-Large,128,0.0,5.491226567162408,1
GPT2-Large,128,0.0,5.570683982637194,1
GPT2-Large,128,0.1,5.908121089140574,1
GPT2-Large,128,0.1,6.350647515720791,0
GPT2-Large,128,0.1,5.459911326567332,0
GPT2-Large,128,0.1,6.04457167784373,0
GPT2-Large,128,0.1,6.1515920824474755,0
GPT2-Large,128,0.1,5.904223865932888,1
GPT2-Large,128,0.1,6.1832008891635475,0
GPT2-Large,128,0.1,5.97593096892039,0
GPT2-Large,128,0.1,6.08870114882787,0
GPT2-Large,128,0.1,6.221738007333544,0
GPT2-Large,128,0.1,6.073600696192847,0
GPT2-Large,128,0.1,5.800321989589268,1
GPT2-Large,128,0.1,5.8975605964660645,1
GPT2-Large,128,0.1,6.287956383493212,0
GPT2-Large,128,0.1,5.994371970494588,1
GPT2-Large,128,0.1,6.328436162736681,0
GPT2-Large,128,0.1,5.963149507840474,1
GPT2-Large,128,0.1,6.147031327088674,0
GPT2-Large,128,0.1,6.051399356789059,0
