model,context_length,noise_ratio,entropy,correct
GPT2-Medium,32,0.3,4.88379579782486,0
GPT2-Medium,32,0.3,5.088565131028493,1
GPT2-Medium,32,0.3,5.122417251269023,0
GPT2-Medium,32,0.3,5.257105727990468,0
GPT2-Medium,32,0.3,5.4325730701287585,0
GPT2-Medium,32,0.3,4.9991724987824755,0
GPT2-Medium,32,0.3,5.42497593164444,0
GPT2-Medium,32,0.3,5.2962950964768725,1
GPT2-Medium,32,0.3,5.406007180611293,0
GPT2-Medium,32,0.3,5.380047142505646,0
GPT2-Medium,32,0.3,5.442967315514882,0
GPT2-Medium,32,0.3,5.197756667931874,0
GPT2-Medium,32,0.3,5.31595054268837,0
GPT2-Medium,32,0.3,5.152625183264415,0
GPT2-Medium,32,0.3,5.043103933334351,0
GPT2-Medium,32,0.3,5.532607654730479,0
GPT2-Medium,32,0.3,5.264843940734863,0
GPT2-Medium,32,0.3,5.128292630116145,0
GPT2-Medium,32,0.3,5.238037407398224,0
GPT2-Medium,32,0.3,4.901084055503209,0
GPT2-Medium,32,0.3,5.313154399394989,0
GPT2-Medium,32,0.3,4.895153125127156,0
GPT2-Medium,32,0.3,5.38469065229098,0
GPT2-Medium,32,0.3,5.243169854084651,0
GPT2-Medium,32,0.3,5.36235789457957,0
GPT2-Medium,32,0.3,5.154439767201741,0
GPT2-Medium,32,0.3,5.369575381278992,0
GPT2-Medium,32,0.3,5.130939861138661,0
GPT2-Medium,32,0.3,5.469632883866628,0
GPT2-Medium,32,0.3,4.66057829062144,0
GPT2-Medium,32,0.3,5.386550674835841,0
GPT2-Medium,32,0.3,5.191237608591716,1
GPT2-Medium,32,0.3,5.068142116069794,0
GPT2-Medium,32,0.3,5.037784526745479,0
GPT2-Medium,32,0.3,4.945130089918773,0
GPT2-Medium,32,0.3,4.737769554058711,0
GPT2-Medium,32,0.3,5.412960330645244,1
GPT2-Medium,32,0.3,5.120455423990886,0
GPT2-Medium,32,0.3,5.487966895103455,0
GPT2-Medium,32,0.3,5.167944918076198,0
GPT2-Medium,32,0.3,5.035445749759674,0
GPT2-Medium,32,0.3,5.231610337893168,1
GPT2-Medium,32,0.3,5.401989728212357,0
GPT2-Medium,32,0.3,5.0983840127786,0
GPT2-Medium,32,0.3,5.172027935584386,0
GPT2-Medium,32,0.3,5.273353000481923,0
GPT2-Medium,32,0.3,5.304340084393819,0
GPT2-Medium,32,0.3,5.29357773065567,0
GPT2-Medium,32,0.3,5.079390247662862,1
GPT2-Medium,32,0.3,4.956720292568207,0
GPT2-Medium,32,0.3,5.2125381628672285,0
GPT2-Medium,32,0.3,5.343934059143066,0
GPT2-Medium,32,0.3,4.983056704203288,0
GPT2-Medium,32,0.3,5.3564662138621015,0
GPT2-Medium,32,0.3,5.344846765200297,0
GPT2-Medium,32,0.3,5.230721354484558,1
GPT2-Medium,32,0.3,5.376777013142903,0
GPT2-Medium,32,0.3,5.564673254887263,0
GPT2-Medium,32,0.3,5.1164756417274475,0
GPT2-Medium,32,0.3,5.333477874596913,0
GPT2-Medium,32,0.3,5.40337198972702,0
GPT2-Medium,32,0.3,4.94773315389951,1
GPT2-Medium,32,0.3,5.103472729523976,0
GPT2-Medium,32,0.3,5.170122404893239,0
GPT2-Medium,32,0.3,5.381479511658351,0
GPT2-Medium,32,0.3,4.9382182359695435,0
GPT2-Medium,32,0.3,5.235901206731796,0
GPT2-Medium,32,0.4,4.891894847154617,0
GPT2-Medium,32,0.4,5.266645620266597,0
GPT2-Medium,32,0.4,5.496768136819203,0
GPT2-Medium,32,0.4,5.510087490081787,0
GPT2-Medium,32,0.4,5.134823511044185,0
GPT2-Medium,32,0.4,5.401220728953679,0
GPT2-Medium,32,0.4,5.323805063962936,1
GPT2-Medium,32,0.4,5.332301239172618,0
GPT2-Medium,32,0.4,5.4517436027526855,0
GPT2-Medium,32,0.4,5.412335594495137,0
GPT2-Medium,32,0.4,5.333972295125325,0
GPT2-Medium,32,0.4,5.3076156079769135,0
GPT2-Medium,32,0.4,5.245663285255432,0
GPT2-Medium,32,0.4,5.268104324738185,0
GPT2-Medium,32,0.4,5.545280088980992,0
GPT2-Medium,32,0.4,5.425921678543091,0
GPT2-Medium,32,0.4,5.030799974997838,0
GPT2-Medium,32,0.4,5.245887080828349,0
GPT2-Medium,32,0.4,5.031628380219142,0
GPT2-Medium,32,0.4,5.172571450471878,0
GPT2-Medium,32,0.4,5.13953572511673,0
GPT2-Medium,32,0.4,5.4293129444122314,0
GPT2-Medium,32,0.4,5.35712456703186,0
GPT2-Medium,32,0.4,4.946463267008464,0
GPT2-Medium,32,0.4,5.69810030857722,0
GPT2-Medium,32,0.4,5.257922579844792,0
GPT2-Medium,32,0.4,5.451909899711609,1
GPT2-Medium,32,0.4,5.229116469621658,0
GPT2-Medium,32,0.4,5.557383179664612,0
GPT2-Medium,32,0.4,5.266614218552907,1
GPT2-Medium,32,0.4,5.375614990790685,1
GPT2-Medium,32,0.4,5.364566832780838,0
GPT2-Medium,32,0.4,5.164364675680797,0
GPT2-Medium,32,0.4,5.325226843357086,0
GPT2-Medium,32,0.4,5.5272830327351885,1
GPT2-Medium,32,0.4,5.124694337447484,0
GPT2-Medium,32,0.4,5.311030944188436,0
GPT2-Medium,32,0.4,5.0699955224990845,0
GPT2-Medium,32,0.4,5.268441299597423,0
GPT2-Medium,32,0.4,5.174485454956691,0
GPT2-Medium,32,0.4,5.131173938512802,0
GPT2-Medium,32,0.4,5.428544024626414,1
GPT2-Medium,32,0.4,5.2617196043332415,0
GPT2-Medium,32,0.4,5.241674234469731,0
GPT2-Medium,32,0.4,5.134321053822835,0
GPT2-Medium,32,0.4,5.336349447568257,0
GPT2-Medium,32,0.4,5.210498710473378,0
GPT2-Medium,32,0.4,5.027869164943695,0
GPT2-Medium,32,0.4,5.473435660203298,1
GPT2-Medium,32,0.4,4.925605843464534,0
GPT2-Medium,32,0.4,5.446316490570704,0
GPT2-Medium,32,0.4,5.160960763692856,0
GPT2-Medium,32,0.4,5.389702687660853,0
GPT2-Medium,32,0.4,5.161425471305847,0
GPT2-Medium,32,0.4,5.462615340948105,0
GPT2-Medium,32,0.4,5.119885106881459,0
GPT2-Medium,32,0.4,5.253352403640747,1
GPT2-Medium,32,0.4,5.3829149802525835,0
GPT2-Medium,32,0.4,5.626923322677612,0
GPT2-Medium,32,0.4,5.256350884834926,0
GPT2-Medium,32,0.4,5.1773643891016645,0
GPT2-Medium,32,0.4,5.326687316099803,0
GPT2-Medium,32,0.4,5.224549343188603,1
GPT2-Medium,32,0.4,5.147531648476918,0
GPT2-Medium,32,0.4,5.394202440977097,0
GPT2-Medium,32,0.4,5.4436315794785815,0
GPT2-Medium,32,0.4,5.050733417272568,0
GPT2-Medium,32,0.4,5.486307581265767,0
GPT2-Medium,32,0.4,5.476631204287211,0
GPT2-Medium,32,0.4,5.220106969277064,0
GPT2-Medium,32,0.4,5.045163611570994,0
GPT2-Medium,32,0.4,4.99190832177798,0
GPT2-Medium,32,0.4,5.094668030738831,0
GPT2-Medium,32,0.4,5.224173267682393,0
GPT2-Medium,32,0.4,5.437855879465739,0
GPT2-Medium,32,0.4,5.157382567723592,0
GPT2-Medium,32,0.4,5.416345834732056,0
GPT2-Medium,32,0.4,4.947377105553945,0
GPT2-Medium,32,0.4,5.455298860867818,0
GPT2-Medium,32,0.4,4.846873740355174,1
GPT2-Medium,32,0.4,5.27622726559639,0
GPT2-Medium,32,0.4,5.252600868542989,0
GPT2-Medium,32,0.4,5.083266685406367,0
GPT2-Medium,32,0.4,5.080968995889028,0
GPT2-Medium,32,0.4,5.242814242839813,0
GPT2-Medium,32,0.4,5.157387048006058,0
GPT2-Medium,32,0.4,5.212053457895915,0
GPT2-Medium,32,0.4,4.719494054714839,0
GPT2-Medium,32,0.4,4.764469633499782,0
GPT2-Medium,32,0.4,5.3123869101206465,0
GPT2-Medium,64,0.0,4.739549666643143,1
GPT2-Medium,64,0.0,4.920119384924571,1
GPT2-Medium,64,0.0,4.810369561115901,1
GPT2-Medium,64,0.0,4.906377951304118,1
GPT2-Medium,64,0.0,4.768977214892705,1
GPT2-Medium,64,0.0,4.921635339657466,1
GPT2-Medium,64,0.0,4.842567851146062,1
GPT2-Medium,64,0.0,4.755220949649811,1
GPT2-Medium,64,0.0,4.8565598626931505,1
GPT2-Medium,64,0.0,4.631815999746323,1
GPT2-Medium,64,0.0,4.794422417879105,1
GPT2-Medium,64,0.0,4.888054649035136,1
GPT2-Medium,64,0.0,4.934136579434077,1
GPT2-Medium,64,0.0,4.81812967856725,1
GPT2-Medium,64,0.0,4.762949933608373,0
GPT2-Medium,64,0.0,4.9130426943302155,1
GPT2-Medium,64,0.0,4.90470364689827,1
GPT2-Medium,64,0.0,4.896203239758809,1
GPT2-Medium,64,0.0,4.836546450853348,1
GPT2-Medium,64,0.0,4.866217801968257,1
GPT2-Medium,64,0.0,4.766404489676158,1
GPT2-Medium,64,0.0,4.993502726157506,1
GPT2-Medium,64,0.0,4.997823586066564,1
GPT2-Medium,64,0.0,4.803872625033061,1
GPT2-Medium,64,0.0,4.875897387663524,1
GPT2-Medium,64,0.0,4.755192329486211,1
GPT2-Medium,64,0.0,4.82532611489296,1
GPT2-Medium,64,0.0,4.807088414827983,1
GPT2-Medium,64,0.0,4.773660997549693,1
GPT2-Medium,64,0.0,4.896022717158,1
GPT2-Medium,64,0.0,4.897848337888718,1
GPT2-Medium,64,0.0,4.7594835460186005,1
GPT2-Medium,64,0.0,4.951170176267624,1
GPT2-Medium,64,0.0,4.858892440795898,0
GPT2-Medium,64,0.0,4.680435995260875,1
GPT2-Medium,64,0.0,4.953032930692037,1
GPT2-Medium,64,0.0,4.756526937087377,1
GPT2-Medium,64,0.0,4.865190505981445,1
GPT2-Medium,64,0.0,4.925215135018031,1
GPT2-Medium,64,0.0,4.860434194405873,1
GPT2-Medium,64,0.0,4.624693344036738,1
GPT2-Medium,64,0.0,4.877720773220062,1
GPT2-Medium,64,0.0,4.829689512650172,1
GPT2-Medium,64,0.0,4.820172478755315,0
GPT2-Medium,64,0.0,4.7670997480551405,1
GPT2-Medium,64,0.0,4.753299504518509,0
GPT2-Medium,64,0.0,4.783418635527293,1
GPT2-Medium,64,0.0,4.9518062969048815,1
GPT2-Medium,64,0.0,4.761109193166097,0
GPT2-Medium,64,0.0,4.587357968091965,1
GPT2-Medium,64,0.0,4.925214300553004,0
GPT2-Medium,64,0.0,4.80460857351621,1
GPT2-Medium,64,0.0,4.833859741687775,0
GPT2-Medium,64,0.0,4.885836283365886,1
GPT2-Medium,64,0.0,4.794099390506744,1
GPT2-Medium,64,0.0,4.825643450021744,0
GPT2-Medium,64,0.0,4.865249236424764,1
GPT2-Medium,64,0.0,4.756765345732371,0
GPT2-Medium,64,0.0,4.935327798128128,1
GPT2-Medium,64,0.0,4.746207843224208,1
GPT2-Medium,64,0.0,4.819502890110016,0
GPT2-Medium,64,0.0,4.763613114754359,1
GPT2-Medium,64,0.0,4.842122783263524,1
GPT2-Medium,64,0.0,4.904662291208903,0
GPT2-Medium,64,0.0,4.919962555170059,1
GPT2-Medium,64,0.0,4.792751183112462,1
GPT2-Medium,64,0.0,4.819799025853475,1
GPT2-Medium,64,0.0,4.785016983747482,1
GPT2-Medium,64,0.0,4.852326959371567,1
GPT2-Medium,64,0.0,4.87716606259346,1
GPT2-Medium,64,0.0,4.809917062520981,1
GPT2-Medium,64,0.0,4.697760512431462,1
GPT2-Medium,64,0.0,4.6674335698286695,1
GPT2-Medium,64,0.0,4.762058397134145,0
GPT2-Medium,64,0.0,4.868814955155055,1
GPT2-Medium,64,0.0,4.799786518017451,1
GPT2-Medium,64,0.0,4.743649284044902,0
GPT2-Medium,64,0.0,4.8121433556079865,0
GPT2-Medium,64,0.0,4.778974771499634,0
GPT2-Medium,64,0.0,4.62546260158221,1
GPT2-Medium,64,0.0,4.773149162530899,1
GPT2-Medium,64,0.0,4.833051413297653,1
GPT2-Medium,64,0.0,4.674481262763341,1
GPT2-Medium,64,0.0,4.784429470698039,1
GPT2-Medium,64,0.0,4.745049864053726,1
GPT2-Medium,64,0.0,4.90883391102155,1
GPT2-Medium,64,0.0,4.9229448934396105,1
GPT2-Medium,64,0.0,4.883286972840627,1
GPT2-Medium,64,0.0,4.631338010231654,1
GPT2-Medium,64,0.0,4.910188943147659,1
GPT2-Medium,64,0.1,5.391181170940399,0
GPT2-Medium,64,0.1,5.361527383327484,0
GPT2-Medium,64,0.1,4.863457610209783,1
GPT2-Medium,64,0.1,5.154917597770691,0
GPT2-Medium,64,0.1,5.125063518683116,0
GPT2-Medium,64,0.1,5.1796672741572065,0
GPT2-Medium,64,0.1,5.4107257922490435,0
GPT2-Medium,64,0.1,5.3831398487091064,0
GPT2-Medium,64,0.1,5.057544847329457,0
GPT2-Medium,64,0.1,5.189213732878367,1
GPT2-Medium,64,0.1,5.139599959055583,1
GPT2-Medium,64,0.1,5.227808743715286,0
GPT2-Medium,64,0.1,5.273900280396144,1
GPT2-Medium,64,0.1,5.300564557313919,0
GPT2-Medium,64,0.1,5.342731148004532,0
GPT2-Medium,64,0.1,5.437556356191635,0
GPT2-Medium,64,0.1,5.1579448481400805,1
GPT2-Medium,64,0.1,5.296689103047053,1
GPT2-Medium,64,0.1,5.267388671636581,0
GPT2-Medium,64,0.1,5.201161573330562,0
GPT2-Medium,64,0.1,5.340320547421773,1
GPT2-Medium,64,0.1,5.13055036465327,0
GPT2-Medium,64,0.1,5.010412295659383,0
GPT2-Medium,64,0.1,5.094352593024571,1
GPT2-Medium,64,0.1,5.041496803363164,1
GPT2-Medium,64,0.1,5.316315819819768,0
GPT2-Medium,64,0.1,5.319476286570231,0
GPT2-Medium,64,0.1,4.71832400560379,0
GPT2-Medium,64,0.1,5.16906722386678,0
GPT2-Medium,64,0.1,4.88627369205157,0
GPT2-Medium,64,0.1,5.710355381170909,0
GPT2-Medium,64,0.1,5.100478728612264,1
GPT2-Medium,64,0.1,5.271817684173584,0
GPT2-Medium,64,0.1,5.050227165222168,0
GPT2-Medium,64,0.1,5.0476402044296265,0
GPT2-Medium,64,0.1,5.115502814451854,0
GPT2-Medium,64,0.1,5.218492279450099,0
GPT2-Medium,64,0.1,5.37669022878011,0
GPT2-Medium,64,0.1,5.326627175013225,1
GPT2-Medium,64,0.1,5.178779423236847,0
GPT2-Medium,64,0.1,4.805956015984218,1
GPT2-Medium,64,0.1,5.275810033082962,0
GPT2-Medium,64,0.1,5.156861652930577,1
GPT2-Medium,64,0.1,5.4329913854599,0
GPT2-Medium,64,0.1,5.1400488913059235,0
GPT2-Medium,64,0.1,5.2692819237709045,0
GPT2-Medium,64,0.1,5.52280439933141,0
GPT2-Medium,64,0.1,4.99844416975975,0
GPT2-Medium,64,0.1,4.962559312582016,0
GPT2-Medium,64,0.1,5.310846467812856,0
GPT2-Medium,64,0.1,5.319203972816467,1
GPT2-Medium,64,0.1,5.074555506308873,1
GPT2-Medium,64,0.1,4.780791074037552,0
GPT2-Medium,64,0.1,5.266588648160298,0
GPT2-Medium,64,0.1,5.555895388126373,0
GPT2-Medium,64,0.1,4.8652631143728895,1
GPT2-Medium,64,0.1,5.569071650505066,0
GPT2-Medium,64,0.1,5.034690648317337,1
GPT2-Medium,64,0.1,5.337755441665649,0
GPT2-Medium,64,0.1,5.024137745300929,0
GPT2-Medium,64,0.1,5.365655014912288,0
GPT2-Medium,64,0.1,5.244884252548218,0
GPT2-Medium,64,0.1,5.523553530375163,0
GPT2-Medium,64,0.1,4.993072112401326,1
GPT2-Medium,64,0.1,5.131466885407765,0
GPT2-Medium,64,0.1,5.299854556719462,1
GPT2-Medium,64,0.1,5.331818918387095,1
GPT2-Medium,64,0.1,5.107000132401784,0
GPT2-Medium,64,0.1,5.290340940157573,1
GPT2-Medium,64,0.1,5.033316681782405,1
GPT2-Medium,64,0.1,5.4926778972148895,0
GPT2-Medium,64,0.1,4.990419348080953,0
GPT2-Medium,64,0.1,5.12563552459081,0
GPT2-Medium,64,0.1,4.868063926696777,0
GPT2-Medium,64,0.1,4.973391761382421,1
GPT2-Medium,64,0.1,5.379024316867192,0
GPT2-Medium,64,0.1,5.385049064954122,0
GPT2-Medium,64,0.1,5.309518198172252,1
GPT2-Medium,64,0.1,5.13342422246933,1
GPT2-Medium,64,0.1,5.470142801602681,1
GPT2-Medium,64,0.1,5.035646518071492,1
GPT2-Medium,64,0.1,5.122074613968532,1
GPT2-Medium,64,0.1,5.184786915779114,0
GPT2-Medium,64,0.1,5.025891363620758,1
GPT2-Medium,64,0.1,4.928607404232025,1
GPT2-Medium,64,0.1,5.259022672971089,1
GPT2-Medium,64,0.1,5.091075738271077,1
GPT2-Medium,64,0.1,5.502440532048543,0
GPT2-Medium,64,0.1,5.482548634211223,0
GPT2-Medium,64,0.1,5.077339003483455,0
GPT2-Medium,64,0.2,5.460048298041026,0
GPT2-Medium,64,0.2,5.219032754500707,0
GPT2-Medium,64,0.2,5.201123038927714,1
GPT2-Medium,64,0.2,5.616601308186849,0
GPT2-Medium,64,0.2,4.917147407929103,0
GPT2-Medium,64,0.2,5.226053535938263,1
GPT2-Medium,64,0.2,5.091741482416789,0
GPT2-Medium,64,0.2,5.618076264858246,0
GPT2-Medium,64,0.2,5.639511168003082,0
GPT2-Medium,64,0.2,5.568453053633372,1
GPT2-Medium,64,0.2,5.788402895132701,0
GPT2-Medium,64,0.2,5.169439385334651,0
GPT2-Medium,64,0.2,5.621443927288055,0
GPT2-Medium,64,0.2,5.628619134426117,0
GPT2-Medium,64,0.2,5.17313536008199,0
GPT2-Medium,64,0.2,5.208137333393097,1
GPT2-Medium,64,0.2,5.338166058063507,0
GPT2-Medium,64,0.2,5.539700388908386,0
GPT2-Medium,64,0.2,5.210800021886826,0
GPT2-Medium,64,0.2,5.718924601872762,0
GPT2-Medium,64,0.2,5.575116495291392,0
GPT2-Medium,64,0.2,5.696724633375804,1
GPT2-Medium,64,0.2,5.062308917442958,0
GPT2-Medium,64,0.2,5.387209355831146,1
GPT2-Medium,64,0.2,5.399973412354787,1
GPT2-Medium,64,0.2,5.56924444437027,0
GPT2-Medium,64,0.2,5.2114606102307635,0
GPT2-Medium,64,0.2,4.972421298424403,0
GPT2-Medium,64,0.2,5.343310276667277,0
GPT2-Medium,64,0.2,5.223160922527313,0
GPT2-Medium,64,0.2,5.661228696505229,0
GPT2-Medium,64,0.2,5.6484100222587585,0
GPT2-Medium,64,0.2,5.288816799720128,0
GPT2-Medium,64,0.2,5.51100214322408,1
GPT2-Medium,64,0.2,5.36968058347702,0
GPT2-Medium,64,0.2,5.35406627257665,1
GPT2-Medium,64,0.2,5.117779264847438,0
GPT2-Medium,64,0.2,5.051535685857137,0
GPT2-Medium,64,0.2,5.319097300370534,0
GPT2-Medium,64,0.2,5.3054258823394775,1
GPT2-Medium,64,0.2,5.0115161538124084,1
GPT2-Medium,64,0.2,5.275567988554637,1
GPT2-Medium,64,0.2,5.143221378326416,0
GPT2-Medium,64,0.2,5.581414798895518,0
GPT2-Medium,64,0.2,5.201710681120555,0
GPT2-Medium,64,0.2,5.195825507243474,0
GPT2-Medium,64,0.2,5.329309244950612,0
GPT2-Medium,64,0.2,5.064007957776387,0
GPT2-Medium,64,0.2,5.190363923708598,1
GPT2-Medium,64,0.2,5.553347706794739,0
GPT2-Medium,64,0.2,5.670231858889262,1
GPT2-Medium,64,0.2,5.587861438592275,0
GPT2-Medium,64,0.2,4.969824999570847,1
GPT2-Medium,64,0.2,5.512680729230245,0
GPT2-Medium,64,0.2,5.100268065929413,0
GPT2-Medium,64,0.2,5.2166159351666765,0
GPT2-Medium,64,0.2,5.537008881568909,0
GPT2-Medium,64,0.2,5.180892169475555,1
GPT2-Medium,64,0.2,5.580722729365031,1
GPT2-Medium,64,0.2,5.224785506725311,0
GPT2-Medium,64,0.2,5.560632884502411,0
GPT2-Medium,64,0.2,5.484711647033691,1
GPT2-Medium,64,0.2,5.269532879193624,0
GPT2-Medium,64,0.2,5.225818385680516,0
GPT2-Medium,64,0.2,5.419147948424022,1
GPT2-Medium,64,0.2,5.3118095596631365,0
GPT2-Medium,64,0.2,5.448805809020996,0
GPT2-Medium,64,0.2,5.282015015681584,0
GPT2-Medium,64,0.2,5.2917319138844805,1
GPT2-Medium,64,0.2,5.574790855248769,0
GPT2-Medium,64,0.2,5.009082198143005,0
GPT2-Medium,64,0.2,5.522528688112895,0
GPT2-Medium,64,0.2,5.063634783029556,0
GPT2-Medium,64,0.2,5.447915554046631,0
GPT2-Medium,64,0.2,5.149363696575165,0
GPT2-Medium,64,0.2,5.161263446013133,0
GPT2-Medium,64,0.2,5.442463457584381,0
GPT2-Medium,64,0.2,5.556164622306824,0
GPT2-Medium,64,0.2,5.63266243537267,0
GPT2-Medium,64,0.2,5.148976415395737,1
GPT2-Medium,64,0.2,5.559293647607167,0
GPT2-Medium,64,0.2,5.2777528166770935,0
GPT2-Medium,64,0.2,5.38690588871638,0
GPT2-Medium,64,0.2,5.385816325743993,0
GPT2-Medium,64,0.2,5.146949092547099,0
GPT2-Medium,64,0.2,5.532160232464473,0
GPT2-Medium,64,0.2,5.3663627703984575,0
GPT2-Medium,64,0.2,4.858549614747365,0
GPT2-Medium,64,0.2,5.655680259068807,0
GPT2-Medium,64,0.2,5.333526561657588,0
GPT2-Medium,64,0.3,5.532798767089844,0
GPT2-Medium,64,0.3,5.665385882059733,0
GPT2-Medium,64,0.3,5.176828930775325,0
GPT2-Medium,64,0.3,5.522201041380565,1
GPT2-Medium,64,0.3,5.318687558174133,0
GPT2-Medium,64,0.3,5.524181207021077,0
GPT2-Medium,64,0.3,5.151469647884369,0
GPT2-Medium,64,0.3,5.596985598405202,0
GPT2-Medium,64,0.3,5.604084372520447,0
GPT2-Medium,64,0.3,5.710614641507466,0
GPT2-Medium,64,0.3,5.286931971708934,0
GPT2-Medium,64,0.3,5.351459383964539,1
GPT2-Medium,64,0.3,5.515072484811147,1
GPT2-Medium,64,0.3,5.1297996044158936,0
GPT2-Medium,64,0.3,5.541539529959361,0
GPT2-Medium,64,0.3,5.213470021883647,0
GPT2-Medium,64,0.3,5.569805860519409,0
GPT2-Medium,64,0.3,5.300986468791962,0
GPT2-Medium,64,0.3,5.561836163202922,1
GPT2-Medium,64,0.3,5.141570230325063,0
GPT2-Medium,64,0.3,4.94539616505305,0
GPT2-Medium,64,0.3,5.569067557652791,1
GPT2-Medium,64,0.3,5.6916506091753645,0
GPT2-Medium,64,0.3,5.796357899904251,0
GPT2-Medium,64,0.3,5.379884779453278,0
GPT2-Medium,64,0.3,5.590673565864563,1
GPT2-Medium,64,0.3,5.373120168844859,1
GPT2-Medium,64,0.3,5.3396172523498535,0
GPT2-Medium,64,0.3,5.692412773768107,0
GPT2-Medium,64,0.3,5.549133439858754,1
GPT2-Medium,64,0.3,5.738001962502797,0
GPT2-Medium,64,0.3,5.826644082864125,0
GPT2-Medium,64,0.3,5.3116175532341,1
GPT2-Medium,64,0.3,5.442122379938762,0
GPT2-Medium,64,0.3,5.295398861169815,0
GPT2-Medium,64,0.3,5.584246098995209,0
GPT2-Medium,64,0.3,5.569594124952952,0
GPT2-Medium,64,0.3,5.487675269444783,0
GPT2-Medium,64,0.3,5.353730618953705,1
GPT2-Medium,64,0.3,5.484809418519338,0
GPT2-Medium,64,0.3,5.128801008065541,0
GPT2-Medium,64,0.3,5.6780959367752075,0
GPT2-Medium,64,0.3,5.585623383522034,0
GPT2-Medium,64,0.3,5.3028489251931505,0
GPT2-Medium,64,0.3,5.5017504294713335,0
GPT2-Medium,64,0.3,5.626771251360576,0
GPT2-Medium,64,0.3,5.559938728809357,0
GPT2-Medium,64,0.3,5.378260215123494,1
GPT2-Medium,64,0.3,5.549881974856059,1
GPT2-Medium,64,0.3,5.3158851861953735,0
GPT2-Medium,64,0.3,5.827819466590881,0
GPT2-Medium,64,0.3,5.379728655020396,0
GPT2-Medium,64,0.3,5.240993599096934,0
GPT2-Medium,64,0.3,5.414083659648895,0
GPT2-Medium,64,0.3,5.632645070552826,0
GPT2-Medium,64,0.3,5.403091073036194,0
GPT2-Medium,64,0.3,5.30988163749377,0
GPT2-Medium,64,0.3,5.34442396958669,1
GPT2-Medium,64,0.3,5.585042913754781,0
GPT2-Medium,64,0.3,5.557619194189708,1
GPT2-Medium,64,0.3,5.787555972735087,0
GPT2-Medium,64,0.3,5.888474345207214,0
GPT2-Medium,64,0.3,5.507432301839192,0
GPT2-Medium,64,0.3,5.386363446712494,0
GPT2-Medium,64,0.3,5.509956181049347,0
GPT2-Medium,64,0.3,5.430939674377441,0
GPT2-Medium,64,0.3,5.235234608252843,0
GPT2-Medium,64,0.3,5.459703644116719,0
GPT2-Medium,64,0.3,5.654703120390574,0
GPT2-Medium,64,0.3,5.1229283809661865,0
GPT2-Medium,64,0.3,5.607311209042867,0
GPT2-Medium,64,0.3,5.200424412886302,0
GPT2-Medium,64,0.3,5.430707812309265,0
GPT2-Medium,64,0.3,5.310137927532196,0
GPT2-Medium,64,0.3,5.2418256004651385,0
GPT2-Medium,64,0.3,5.648349046707153,0
GPT2-Medium,64,0.3,5.262768268585205,0
GPT2-Medium,64,0.3,5.244830211003621,0
GPT2-Medium,64,0.3,5.863232314586639,1
GPT2-Medium,64,0.3,5.52801255385081,0
GPT2-Medium,64,0.3,5.762326816717784,0
GPT2-Medium,64,0.3,5.50602525472641,0
GPT2-Medium,64,0.3,5.585558176040649,0
GPT2-Medium,64,0.3,5.1266778608163195,0
GPT2-Medium,64,0.3,5.358095347881317,0
GPT2-Medium,64,0.3,5.698176403840383,0
GPT2-Medium,64,0.3,5.524086117744446,1
GPT2-Medium,64,0.3,5.484058837095897,0
GPT2-Medium,64,0.3,5.276132673025131,1
GPT2-Medium,64,0.3,5.221525967121124,0
GPT2-Medium,64,0.4,5.582252601782481,0
GPT2-Medium,64,0.4,5.510625422000885,0
GPT2-Medium,64,0.4,5.548340578873952,1
GPT2-Medium,64,0.4,5.6066562334696455,0
GPT2-Medium,64,0.4,5.436231553554535,0
GPT2-Medium,64,0.4,5.671355108420054,0
GPT2-Medium,64,0.4,5.703103601932526,0
GPT2-Medium,64,0.4,5.474461714426677,0
GPT2-Medium,64,0.4,5.402415772279103,0
GPT2-Medium,64,0.4,5.741065422693889,0
GPT2-Medium,64,0.4,5.326749622821808,0
GPT2-Medium,64,0.4,5.428811530272166,0
GPT2-Medium,64,0.4,5.304647982120514,1
GPT2-Medium,64,0.4,5.2450003027915955,0
GPT2-Medium,64,0.4,5.481306552886963,0
GPT2-Medium,64,0.4,5.269319554169972,0
GPT2-Medium,64,0.4,5.426361997922261,0
GPT2-Medium,64,0.4,5.42099341750145,0
GPT2-Medium,64,0.4,5.325671066840489,0
GPT2-Medium,64,0.4,5.82308566570282,0
GPT2-Medium,64,0.4,5.766088525454204,0
GPT2-Medium,64,0.4,5.324007074038188,0
GPT2-Medium,64,0.4,5.705178598562877,0
GPT2-Medium,64,0.4,5.939828495184581,0
GPT2-Medium,64,0.4,5.607532978057861,0
GPT2-Medium,64,0.4,5.361766189336777,0
GPT2-Medium,64,0.4,5.638324081897736,0
GPT2-Medium,64,0.4,5.656889935334523,0
GPT2-Medium,64,0.4,5.616276840368907,0
GPT2-Medium,64,0.4,5.884296139081319,0
GPT2-Medium,64,0.4,5.8982186913490295,0
GPT2-Medium,64,0.4,5.628999431927999,0
GPT2-Medium,64,0.4,5.546639601389567,0
GPT2-Medium,64,0.4,5.960294445355733,0
GPT2-Medium,64,0.4,5.757952133814494,0
GPT2-Medium,64,0.4,5.668868700663249,0
GPT2-Medium,64,0.4,5.878456075986226,0
GPT2-Medium,64,0.4,5.100861092408498,1
GPT2-Medium,64,0.4,5.654773811499278,0
